# 847 Layer-(c) reference-reachability — per-reference. MEASURE not verdict. INPUT for ai-01 synthesis. GATED jsboige ratification. 0 prod CSV.
"# bucket in {wikipedia-stable, archive-repointed, dictionary-known, alive, dead, unknown, unparseable}. WMF/archive/dictionary = deterministic allowlist; long-tail = read-only HEAD probe."
pk,lang,host,url,bucket
338,en,en.wikipedia.org,"https://en.wikipedia.org/wiki/Fear,_uncertainty,_and_doubt",wikipedia-stable
339,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Panique_morale,wikipedia-stable
339,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Moral_panic,wikipedia-stable
340,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Argumentum_ad_consequentiam,wikipedia-stable
340,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Appeal_to_consequences,wikipedia-stable
341,en,don-lindsay-archive.org,"http://www.don-lindsay-archive.org/skeptic/arguments.html#force
https://utminers.utep.edu/omwilliamson/ENGL1311/fallacies.htm",archive-repointed
342,en,don-lindsay-archive.org,http://www.don-lindsay-archive.org/skeptic/arguments.html#vehemence,archive-repointed
343,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Argumentum_ad_baculum,wikipedia-stable
344,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Capacitisme,wikipedia-stable
344,en,utminers.utep.edu,http://utminers.utep.edu/omwilliamson/ENGL1311/fallacies.htm#2,dictionary-known
345,en,utminers.utep.edu,http://utminers.utep.edu/omwilliamson/ENGL1311/fallacies.htm#11,dictionary-known
346,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Paternalisme,wikipedia-stable
346,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Paternalism,wikipedia-stable
346,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%82%D0%B5%D1%80%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%D0%BC,wikipedia-stable
346,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Paternalismo,wikipedia-stable
346,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%86%D8%B2%D8%B9%D8%A9%20%D8%A3%D8%A8%D9%88%D9%8A%D8%A9,wikipedia-stable
346,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Paternalismo,wikipedia-stable
346,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E5%AE%B6%E9%95%BF%E4%B8%BB%E4%B9%89,wikipedia-stable
346,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%82%DB%8C%D9%85%E2%80%8C%D9%85%D8%A2%D8%A8%DB%8C,wikipedia-stable
347,en,rationalwiki.org,http://rationalwiki.org/wiki/Tone_argument,dead
349,en,rationalwiki.org,http://rationalwiki.org/wiki/Appeal_to_gravity,dead
350,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Mansplaining,wikipedia-stable
351,fr,en.wikipedia.org,https://en.wikipedia.org/wiki/Appeal_to_advantage,wikipedia-stable
351,en,thinklikeacop.org,http://www.thinklikeacop.org/Military%20Manuals/Attacking%20Faulty%20Reasoning.pdf,dictionary-known
352,en,cogsci.rpi.edu,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=15,dictionary-known
353,en,cogsci.rpi.edu,http://www.cogsci.rpi.edu/~heuveb/teaching/CriticalThinking/Web/Presentations/EmotionalAppeals.pdf#page=16,dictionary-known
354,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Bribery,wikipedia-stable
354,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%92%D0%B7%D1%8F%D1%82%D0%BA%D0%B0,wikipedia-stable
354,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Suborno,wikipedia-stable
354,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%B1%D8%B4%D9%88%D8%A9,wikipedia-stable
354,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Soborno,wikipedia-stable
354,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%B3%84%E8%B3%82,wikipedia-stable
354,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D8%B1%D8%B4%D9%88%D9%87%E2%80%8C%D8%AE%D9%88%D8%A7%D8%B1%DB%8C,wikipedia-stable
355,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/182/Willed-Ignorance,dictionary-known
356,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Manipulation_mentale,wikipedia-stable
356,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Psychological_manipulation,wikipedia-stable
357,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Conditionnement_(psychologie),wikipedia-stable
357,en,skepdic.com,http://skepdic.com/conditioning.html,dictionary-known
357,ru,,"Отдать власть банкирам, это то же самое, что лечить пьяницу водкой.",unparseable
358,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Cadrage_(d%C3%A9cision),wikipedia-stable
358,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Framing_(social_sciences)#Rhetorical_framing_in_politics,wikipedia-stable
359,fr,fr.wikisource.org,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_IV,wikipedia-stable
359,en,en.wikisource.org,https://en.wikisource.org/wiki/The_Art_of_Being_Right#Conceal_Your_Game,wikipedia-stable
360,fr,fr.wikisource.org,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_X,wikipedia-stable
360,en,en.wikisource.org,https://en.wikisource.org/wiki/The_Art_of_Being_Right#Take_Advantage_of_The_Nay-Sayer,wikipedia-stable
361,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/105/Hypnotic-Bait-and-Switch,dictionary-known
362,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Praise_sandwich,wikipedia-stable
363,en,rationalwiki.org,http://rationalwiki.org/wiki/Damning_with_faint_praise,dead
364,en,rationalwiki.org,http://rationalwiki.org/wiki/Motte_and_bailey,dead
365,fr,fr.wikisource.org,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_IX,wikipedia-stable
365,en,en.wikisource.org,https://en.wikisource.org/wiki/The_Art_of_Being_Right#Questions_in_Detouring_Order,wikipedia-stable
366,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Distancing_language,wikipedia-stable
367,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Sleeper_effect,wikipedia-stable
368,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_de_v%C3%A9rit%C3%A9_illusoire,wikipedia-stable
368,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Illusory_truth_effect,wikipedia-stable
369,en,skepdic.com,http://skepdic.com/subjectivevalidation.html,dictionary-known
370,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_Barnum,wikipedia-stable
370,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Barnum_effect,wikipedia-stable
371,en,skepdic.com,http://skepdic.com/warmreading.html,dictionary-known
372,fr,cortecs.org,https://cortecs.org/materiel/leffet-barnum-forer-ou-validation-subjective/,alive
373,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Lecture_à_froid,wikipedia-stable
373,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Cold_reading,wikipedia-stable
374,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Cold_reading#The_rainbow_ruse,wikipedia-stable
375,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Lecture_à_froid#Tir_au_petit_plomb,wikipedia-stable
375,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Cold_reading#Shotgunning,wikipedia-stable
376,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique,wikipedia-stable
376,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming,wikipedia-stable
377,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#L.27ancrage,wikipedia-stable
377,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#Anchoring,wikipedia-stable
378,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#La_synchronisation,wikipedia-stable
378,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Rapport,wikipedia-stable
379,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#Le_recadrage,wikipedia-stable
379,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#Reframing,wikipedia-stable
380,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Programmation_neuro-linguistique#La_dissociation,wikipedia-stable
380,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#VK.2FD,wikipedia-stable
381,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#Future_pacing,wikipedia-stable
382,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Methods_of_neuro-linguistic_programming#Swish,wikipedia-stable
383,en,skepdic.com,http://skepdic.com/negativitybias.html,dictionary-known
384,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Conditionnement_opérant,wikipedia-stable
384,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Operant_conditioning,wikipedia-stable
385,fr,fr.wiktionary.org,https://fr.wiktionary.org/wiki/la_carotte_et_le_b%C3%A2ton,wikipedia-stable
385,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Carrot_and_stick,wikipedia-stable
386,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/P%C3%A9dagogie_noire,wikipedia-stable
386,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Poisonous_pedagogy,wikipedia-stable
387,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Shaping_(psychology),wikipedia-stable
388,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Cha%C3%AEnage_(psychologie),wikipedia-stable
388,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Chaining,wikipedia-stable
389,fr,psychologie.savoir.fr,https://psychologie.savoir.fr/psychologie-inoculation-attitudinale/,alive
389,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Inoculation_theory,wikipedia-stable
390,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Contrast_effect,wikipedia-stable
391,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Reinforcement#Intermittent_reinforcement_schedules,wikipedia-stable
392,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Proph%C3%A9tie_autor%C3%A9alisatrice,wikipedia-stable
392,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Self-fulfilling_prophecy,wikipedia-stable
394,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Méthode_Coué,wikipedia-stable
394,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Autosuggestion,wikipedia-stable
394,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%BE%D0%B2%D0%BD%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D0%B5,wikipedia-stable
394,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Autossugest%C3%A3o,wikipedia-stable
394,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%A5%D9%8A%D8%AD%D8%A7%D8%A1%20%D8%B0%D8%A7%D8%AA%D9%8A,wikipedia-stable
394,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Autosugesti%C3%B3n,wikipedia-stable
395,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/N%C3%A9vrose_d%27%C3%A9chec,wikipedia-stable
395,en,encyclopedia.com,https://www.encyclopedia.com/psychology/dictionaries-thesauruses-pictures-and-press-releases/failure-neurosis,alive
396,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Atychiphobie,wikipedia-stable
396,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fear_of_negative_evaluation,wikipedia-stable
397,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Self-defeating_prophecy,wikipedia-stable
399,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_Pygmalion,wikipedia-stable
399,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Pygmalion_effect,wikipedia-stable
400,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_Golem,wikipedia-stable
400,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Golem_effect,wikipedia-stable
401,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_Matthieu,wikipedia-stable
401,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Matthew_effect,wikipedia-stable
402,en,skepdic.com,http://skepdic.com/placebo.html,dictionary-known
403,en,skepdic.com,http://skepdic.com/nocebo.html,dictionary-known
404,en,skepdic.com,http://skepdic.com/refuge/ctlessons/lesson13.html,dictionary-known
405,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Illusionnisme,wikipedia-stable
405,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Magic_(illusion),wikipedia-stable
406,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Retouche_d%27image,wikipedia-stable
406,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Photo_manipulation,wikipedia-stable
408,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Hypnose,wikipedia-stable
408,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Hypnosis,wikipedia-stable
408,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%BF%D0%BD%D0%BE%D0%B7,wikipedia-stable
408,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Hipnose,wikipedia-stable
408,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%AA%D9%86%D9%88%D9%8A%D9%85%20%D9%85%D8%BA%D9%86%D8%A7%D8%B7%D9%8A%D8%B3%D9%8A,wikipedia-stable
408,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Hipnosis,wikipedia-stable
408,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E5%82%AC%E7%9C%A0,wikipedia-stable
408,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%87%DB%8C%D9%BE%D9%86%D9%88%D8%AA%DB%8C%D8%B2%D9%85,wikipedia-stable
409,fr,hansen-hypnose.com,https://hansen-hypnose.com/vol-sous-hypnose-est-il-vraiment-possible-dhypnotiser-une-personne-sans-son-consentement/,alive
409,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Covert_hypnosis,wikipedia-stable
410,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Message_subliminal,wikipedia-stable
410,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Subliminal_stimuli,wikipedia-stable
411,fr,skepdic.com,http://skepdic.com/experimentereffect.html,dictionary-known
411,en,skepdic.com,http://skepdic.com/experimentereffect.html,dictionary-known
412,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_Hans_le_Malin,wikipedia-stable
412,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Clever_Hans,wikipedia-stable
413,en,skepdic.com,http://skepdic.com/cleverlinda.html,dictionary-known
414,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Ing%C3%A9nierie_sociale_(science_politique),wikipedia-stable
414,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Social_engineering_(political_science),wikipedia-stable
415,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Th%C3%A9orie_du_nudge,wikipedia-stable
415,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Nudge_theory,wikipedia-stable
416,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Dark_pattern,wikipedia-stable
416,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Dark_pattern,wikipedia-stable
417,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Pi%C3%A8ge_%C3%A0_clics,wikipedia-stable
417,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Clickbait,wikipedia-stable
418,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Culture_de_la_peur,wikipedia-stable
418,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fearmongering,wikipedia-stable
419,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Push_poll,wikipedia-stable
420,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Power_and_control_in_abusive_relationships,wikipedia-stable
421,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/48/Argument-by-Personal-Charm,dictionary-known
422,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Ingratiation,wikipedia-stable
423,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Vantardise,wikipedia-stable
423,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Boasting,wikipedia-stable
424,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Name_dropping,wikipedia-stable
424,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Name-dropping,wikipedia-stable
425,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Rodomontade,wikipedia-stable
426,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Love_bombing,wikipedia-stable
426,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Love_bombing,wikipedia-stable
427,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Larmes_de_crocodile,wikipedia-stable
427,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Crocodile_tears,wikipedia-stable
428,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Besoin_d%27attention,wikipedia-stable
428,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Attention_seeking,wikipedia-stable
429,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Flirt,wikipedia-stable
429,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Flirting,wikipedia-stable
429,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B8%D1%80%D1%82,wikipedia-stable
429,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Flerte,wikipedia-stable
429,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%BA%D8%B2%D9%84%20%28%D8%AA%D9%88%D8%AF%D8%AF%29,wikipedia-stable
429,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Coqueteo,wikipedia-stable
429,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%AA%BF%E6%83%85,wikipedia-stable
429,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%84%D8%A7%D8%B3%E2%80%8C%D8%B2%D9%86%DB%8C,wikipedia-stable
430,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Charme_superficiel,wikipedia-stable
430,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Superficial_charm,wikipedia-stable
431,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Compliance_gaining,wikipedia-stable
432,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale),wikipedia-stable
432,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Compliance_(psychology),wikipedia-stable
433,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Escalade_d%27engagement,wikipedia-stable
433,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Escalation_of_commitment,wikipedia-stable
434,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Pied-dans-la-porte,wikipedia-stable
434,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Foot-in-the-door_technique,wikipedia-stable
435,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Approche_implicite,wikipedia-stable
436,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Salami_tactics,wikipedia-stable
437,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#L.27amor.C3.A7age,wikipedia-stable
438,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_ce-n.27est-pas-tout,wikipedia-stable
438,en,scu.edu,https://www.scu.edu/media/college-of-arts-and-sciences/psychology/documents/Burger-JPSP-1986.pdf,dead
439,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Le_leurre,wikipedia-stable
440,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/173/Sunk-Cost-Fallacy,dictionary-known
442,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Technique_de_la_crainte-puis-soulagement,wikipedia-stable
443,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Porte-au-nez,wikipedia-stable
443,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Door-in-the-face_technique,wikipedia-stable
444,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Technique_du_pied-dans-la-bouche,wikipedia-stable
444,en,onlinelibrary.wiley.com,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1559-1816.1990.tb00399.x,alive
445,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#L.E2.80.99hypocrisie_induite,wikipedia-stable
446,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_pied-dans-la-m.C3.A9moire,wikipedia-stable
446,en,prezi.com,https://prezi.com/s9qrwgqui1ch/compliance-techniques/?webgl=0,alive
447,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Technique_de_l.27.C3.A9tiquetage,wikipedia-stable
447,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Labeling_theory,wikipedia-stable
448,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_mais-vous-.C3.AAtes-libre-de,wikipedia-stable
449,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#La_technique_du_un-peu-c.27est-mieux-que-rien,wikipedia-stable
450,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Engagement_(psychologie_sociale)#Le_toucher,wikipedia-stable
451,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Gratitude_trap,wikipedia-stable
452,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Compliance_gaining#Disrupt-then-reframe_.28DTR.29,wikipedia-stable
453,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Compliance_gaining#Persistence,wikipedia-stable
454,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Compliance_gaining#Just-One-More_.28JOM.29,wikipedia-stable
455,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Ing%C3%A9nierie_sociale_(s%C3%A9curit%C3%A9_de_l%27information),wikipedia-stable
455,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Social_engineering_(security),wikipedia-stable
456,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Analyse_transactionnelle#Jeux_psychologiques,wikipedia-stable
456,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Mind_games,wikipedia-stable
457,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Destabilisation,wikipedia-stable
458,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Effet_Stroop,wikipedia-stable
458,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Stroop_effect,wikipedia-stable
459,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Gaslighting,wikipedia-stable
459,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Gaslighting,wikipedia-stable
460,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Lance_%C3%A0_incendie_du_mensonge,wikipedia-stable
460,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Firehose_of_falsehood,wikipedia-stable
461,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Guilt_(emotion),wikipedia-stable
462,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Guiltive,wikipedia-stable
464,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Chantage_%C3%A9motionnel,wikipedia-stable
464,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Emotional_blackmail,wikipedia-stable
465,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Demoralization_(warfare),wikipedia-stable
466,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Intimidation,wikipedia-stable
466,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Intimidation,wikipedia-stable
467,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Coercition,wikipedia-stable
467,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Coercion,wikipedia-stable
467,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B8%D0%BB%D0%B8%20%D0%BF%D1%81%D0%B8%D1%85%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%BF%D1%80%D0%B8%D0%BD%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5,wikipedia-stable
467,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Coer%C3%A7%C3%A3o,wikipedia-stable
467,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%A5%D9%83%D8%B1%D8%A7%D9%87,wikipedia-stable
467,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Coerci%C3%B3n,wikipedia-stable
467,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%83%81%E8%BF%AB,wikipedia-stable
467,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D8%A7%D8%AC%D8%A8%D8%A7%D8%B1,wikipedia-stable
468,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Argumentum_ad_baculum,wikipedia-stable
469,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Humiliation,wikipedia-stable
469,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Humiliation,wikipedia-stable
469,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A3%D0%BD%D0%B8%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5,wikipedia-stable
469,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Humilha%C3%A7%C3%A3o,wikipedia-stable
469,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%A5%D8%B0%D9%84%D8%A7%D9%84,wikipedia-stable
469,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Humillaci%C3%B3n,wikipedia-stable
469,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E7%BE%9E%E8%BE%B1,wikipedia-stable
469,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D8%AA%D8%AD%D9%82%DB%8C%D8%B1,wikipedia-stable
470,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Abus_verbal,wikipedia-stable
470,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Verbal_abuse,wikipedia-stable
471,fr,fr.wikisource.org,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_XXVI,wikipedia-stable
